estu_genero,estu_depto_reside,fami_estratovivienda,punt_lectura_critica,punt_matematicas,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global
F,VALLE,Estrato 3,58,50,56,55,43,269
F,VALLE,Estrato 3,65,60,59,60,54,302
M,VALLE,Estrato 4,51,47,57,53,63,264
M,VALLE,Estrato 3,55,59,54,61,55,285
F,VALLE,Estrato 5,49,37,46,51,37,225
M,CESAR,Estrato 3,73,67,100,83,81,404
M,BOGOTA,Estrato 6,65,70,59,71,76,335
M,CUNDINAMARCA,Estrato 4,72,74,68,72,81,361
F,VALLE,Estrato 4,57,37,45,58,39,242
F,VALLE,Estrato 4,58,39,46,41,64,237
F,BOGOTA,Estrato 6,69,65,65,62,85,334
F,BOGOTA,Estrato 6,73,60,64,78,92,353
F,VALLE,Estrato 5,54,53,49,58,30,258
M,VALLE,Estrato 2,48,39,50,47,55,233
F,VALLE,Estrato 3,56,55,57,55,44,274
M,NARIÑO,Estrato 4,58,61,67,69,70,321
M,CAUCA,Estrato 5,65,66,66,77,74,345
M,VALLE,Estrato 2,52,53,52,51,39,255
F,BOGOTA,Estrato 6,65,68,66,58,80,327
F,BOGOTA,Estrato 5,74,73,65,79,92,371
F,VALLE,Estrato 3,43,43,48,47,48,227
F,VALLE,Estrato 5,63,62,56,57,73,303
F,ANTIOQUIA,Estrato 5,69,69,66,69,94,351
F,VALLE,Estrato 4,69,76,71,83,98,383
M,VALLE,Estrato 3,54,54,53,55,64,274
M,BOGOTA,Estrato 4,72,65,69,79,66,354
M,BOGOTA,Estrato 4,72,76,71,77,91,377
F,VALLE,Estrato 5,71,71,78,71,93,372
F,VALLE,Estrato 3,45,41,48,44,55,227
F,VALLE,Estrato 3,62,65,67,59,79,322
M,VALLE,Estrato 2,58,72,59,60,67,313
F,VALLE,Estrato 2,53,43,57,50,46,252
M,BOGOTA,Estrato 4,70,77,75,70,78,367
F,VALLE,Estrato 5,58,62,73,70,70,330
F,VALLE,Estrato 4,54,65,55,53,47,280
M,CAUCA,Estrato 2,73,89,78,64,50,370
M,VALLE,Estrato 2,80,75,74,81,82,389
F,ATLANTICO,Estrato 6,64,45,50,52,78,273
M,VALLE,Estrato 3,45,33,33,38,57,194
F,BOGOTA,Estrato 4,63,60,68,62,81,323
M,VALLE,Estrato 6,66,75,85,100,86,409
F,BOGOTA,Estrato 3,60,65,60,68,73,320
M,ATLANTICO,Estrato 4,45,33,44,37,63,208
M,VALLE,Estrato 6,69,69,67,65,87,345
M,BOGOTA,Estrato 6,59,76,72,67,85,349
M,CAUCA,Estrato 6,51,60,45,56,60,268
M,VALLE,Sin Estrato,61,52,57,60,50,285
M,BOGOTA,Estrato 6,76,72,80,70,94,380
F,VALLE,Estrato 3,33,39,30,35,37,172
F,VALLE,-,46,35,41,37,20,191
F,BOGOTA,Estrato 5,61,73,65,71,79,342
F,BOGOTA,Estrato 6,67,83,82,75,91,389
M,VALLE,Estrato 3,69,76,77,71,71,365
F,BOGOTA,Estrato 4,63,63,63,59,71,313
F,VALLE,Estrato 3,51,54,60,62,55,283
M,AMAZONAS,Estrato 5,62,62,68,57,74,316
M,CUNDINAMARCA,Estrato 5,70,65,65,63,77,333
F,BOLIVAR,Estrato 6,68,65,68,74,76,347
F,BOGOTA,Estrato 5,63,61,60,64,78,316
F,VALLE,Estrato 4,66,47,59,60,69,294
M,VALLE,Estrato 4,63,64,61,58,69,310
M,VALLE,Estrato 4,56,49,54,48,62,263
F,VALLE,Estrato 3,67,69,73,69,63,345
M,ANTIOQUIA,Estrato 5,61,62,65,64,80,322
M,VALLE,Estrato 5,53,63,65,58,65,301
F,BOGOTA,Estrato 6,74,74,69,77,87,373
F,BOGOTA,Estrato 5,75,77,72,74,100,382
M,VALLE,Estrato 3,40,42,45,40,35,206
F,BOGOTA,Estrato 6,80,73,65,69,75,360
F,VALLE,Estrato 6,60,57,59,69,96,320
F,BOGOTA,Estrato 6,70,72,76,69,80,362
F,VALLE,Estrato 3,56,33,52,42,58,233
M,VALLE,Estrato 4,50,53,56,55,75,276
M,VALLE,Estrato 3,66,70,70,67,82,347
F,BOGOTA,Estrato 5,63,64,65,68,93,336
F,VALLE,Estrato 1,58,54,62,56,52,285
F,VALLE,Estrato 3,67,88,71,75,91,382
M,ATLANTICO,Estrato 6,73,48,66,72,87,332
F,VALLE,Estrato 2,50,56,55,48,65,266
M,ATLANTICO,Estrato 4,73,72,77,69,75,365
M,VALLE,Estrato 3,64,51,58,60,37,283
F,CAUCA,Estrato 3,48,48,48,42,37,229
M,CUNDINAMARCA,Estrato 6,76,71,66,72,100,367
F,BOGOTA,Estrato 6,62,61,70,65,88,332
M,VALLE,Estrato 3,39,24,39,39,33,175
F,ANTIOQUIA,Estrato 6,52,41,45,55,75,252
M,VALLE,Estrato 3,65,55,59,59,58,297
M,BOGOTA,Estrato 5,63,65,61,63,75,320
M,BOGOTA,Estrato 4,63,78,74,64,75,351
M,VALLE,Estrato 3,51,53,63,43,56,264
F,VALLE,Estrato 4,51,46,51,43,64,245
F,VALLE,Estrato 3,52,51,50,53,51,257
M,VALLE,Estrato 3,58,57,63,56,57,292
M,CAUCA,Estrato 3,64,71,62,62,60,322
F,BOGOTA,Estrato 6,60,61,68,74,83,335
M,BOGOTA,Estrato 3,78,65,68,63,63,340
M,VALLE,Estrato 3,78,75,63,75,78,366
M,VALLE,Estrato 4,65,60,61,63,55,308
M,BOGOTA,Estrato 6,65,84,80,69,81,375
F,BOGOTA,Estrato 6,68,71,73,80,84,369
M,VALLE,Estrato 2,57,62,64,59,55,300
F,VALLE,Estrato 6,71,76,80,75,87,382
F,VALLE,Estrato 4,52,40,52,54,58,251
M,VALLE,Estrato 3,51,54,51,54,51,262
F,VALLE,Estrato 4,43,40,45,37,39,205
F,VALLE,Estrato 2,65,59,63,67,60,316
M,VALLE,Estrato 3,72,68,53,56,53,308
M,CAUCA,Estrato 5,48,56,59,56,49,272
M,VALLE,Estrato 4,66,42,45,64,74,279
F,BOGOTA,Estrato 6,72,75,71,80,84,376
F,BOGOTA,Estrato 6,67,67,72,69,84,350
F,BOGOTA,Estrato 5,65,76,69,65,82,349
M,BOGOTA,Estrato 6,64,83,73,67,99,369
F,VALLE,Estrato 4,55,58,59,51,44,274
F,VALLE,Estrato 3,49,53,49,49,53,251
F,VALLE,Estrato 3,57,45,54,47,58,257
F,VALLE,Estrato 5,68,69,66,64,84,340
F,VALLE,Estrato 3,51,45,57,46,46,247
F,VALLE,Estrato 3,63,63,65,56,46,303
M,BOGOTA,Estrato 4,70,68,67,74,73,350
M,VALLE,Estrato 2,53,57,68,65,60,303
M,VALLE,Estrato 1,57,51,59,51,54,272
F,VALLE,Estrato 4,66,68,64,64,84,335
F,VALLE,Estrato 2,60,65,63,62,50,308
M,ATLANTICO,Estrato 5,61,59,63,57,71,304
M,BOGOTA,Estrato 5,73,77,81,75,96,390
F,ATLANTICO,Estrato 3,59,60,54,47,53,274
M,BOGOTA,Estrato 6,68,75,63,79,82,360
F,QUINDIO,Estrato 5,66,66,75,73,81,354
F,CALDAS,Estrato 4,72,86,82,74,81,393
M,BOGOTA,Estrato 5,75,80,83,80,88,401
M,CAUCA,Estrato 4,69,74,65,67,73,345
M,VALLE,-,44,42,38,38,32,199
F,BOGOTA,Estrato 5,57,57,55,57,72,288
M,MAGDALENA,Estrato 6,46,52,55,47,74,259
M,VALLE,Estrato 3,72,83,83,72,86,391
M,VALLE,Estrato 4,62,55,69,67,64,317
M,BOGOTA,-,77,77,79,70,87,383
F,VALLE,Estrato 3,47,38,40,46,45,215
F,VALLE,Estrato 4,46,44,55,46,58,243
F,VALLE,Estrato 4,57,57,57,56,59,285
M,VALLE,Estrato 3,56,50,51,58,58,270
F,BOGOTA,Estrato 6,63,65,64,57,82,319
F,BOGOTA,Estrato 6,68,70,66,74,74,349
F,CAUCA,Estrato 2,59,62,62,48,65,292
F,VALLE,Estrato 4,51,42,53,51,52,247
F,VALLE,Estrato 5,61,63,62,65,65,315
M,VALLE,Estrato 4,67,59,62,59,66,310
M,VALLE,Estrato 6,68,73,71,67,78,352
F,VALLE,Estrato 5,82,60,67,76,92,364
M,VALLE,Estrato 2,34,36,41,36,47,188
M,BOGOTA,Estrato 5,76,74,69,80,86,378
F,VALLE,Estrato 3,50,35,44,53,57,232
M,VALLE,Estrato 3,66,57,60,67,68,315
F,BOGOTA,Estrato 5,59,59,62,64,75,310
F,BOGOTA,Estrato 6,70,66,72,72,88,357
F,CUNDINAMARCA,Sin Estrato,66,67,66,63,85,335
M,VALLE,Estrato 4,52,58,53,39,59,256
F,ANTIOQUIA,Estrato 6,58,51,46,46,69,258
F,BOGOTA,Estrato 4,55,61,63,76,91,329
F,VALLE,Estrato 5,70,74,72,76,73,365
F,BOGOTA,Estrato 6,58,54,48,61,74,283
M,CALDAS,Estrato 4,72,77,73,78,74,375
M,BOGOTA,Estrato 6,77,70,69,73,75,362
F,ATLANTICO,Estrato 6,63,64,70,54,92,325
F,VALLE,Estrato 3,28,33,40,43,47,184
F,VALLE,Estrato 4,48,47,55,47,56,249
M,BOGOTA,Estrato 3,67,75,68,70,73,351
M,VALLE,Estrato 3,67,69,72,73,67,350
F,VALLE,Estrato 3,50,45,55,57,56,260
M,VALLE,Estrato 5,75,71,71,72,83,365
F,VALLE,Estrato 4,55,57,48,50,46,260
M,CAUCA,Estrato 3,73,65,67,64,69,337
F,VALLE,Estrato 4,82,72,59,67,62,347
M,VALLE,Estrato 3,64,61,68,64,65,322
M,VALLE,-,45,42,42,32,21,194
M,SANTANDER,Estrato 6,70,84,84,86,84,406
M,NARIÑO,Estrato 5,70,62,69,73,59,339
F,VALLE,Estrato 6,58,64,68,62,88,325
M,VALLE,Estrato 4,75,76,73,64,75,361
M,VALLE,Estrato 5,64,55,48,53,70,281
F,VALLE,Estrato 2,59,55,50,53,47,268
M,ATLANTICO,Estrato 6,71,67,71,77,80,361
M,MAGDALENA,Estrato 6,61,61,69,74,83,338
M,ATLANTICO,Estrato 3,66,63,64,58,63,314
M,BOGOTA,Estrato 6,61,67,68,74,74,340
M,CALDAS,Estrato 5,71,61,69,64,76,335
F,VALLE,Estrato 3,59,55,57,65,71,300
M,VALLE,Estrato 3,54,36,42,56,51,237
M,ATLANTICO,Estrato 4,46,42,46,47,63,233
F,VALLE,-,62,65,64,62,75,321
M,SANTANDER,Estrato 6,74,65,62,65,93,343
F,ATLANTICO,Estrato 6,65,80,75,74,100,378
M,BOGOTA,Estrato 3,53,59,55,57,64,283
M,CAUCA,Estrato 2,45,39,46,39,31,207
M,ATLANTICO,Estrato 4,68,55,66,67,84,328
F,VALLE,Estrato 3,52,51,49,55,71,266
M,VALLE,Estrato 4,69,74,71,65,66,347
F,CUNDINAMARCA,Estrato 5,65,72,65,57,99,337
F,CAUCA,Estrato 3,54,56,69,72,63,314
F,BOGOTA,Estrato 6,78,71,75,79,86,383
F,VALLE,Estrato 3,47,52,56,50,63,261
F,VALLE,Estrato 4,40,51,46,45,45,227
M,BOGOTA,Estrato 6,71,67,78,73,99,372
M,VALLE,Estrato 2,62,71,64,59,58,318
M,BOGOTA,Estrato 5,72,85,79,79,84,396
F,VALLE,Estrato 3,56,49,50,52,48,257
F,ANTIOQUIA,Estrato 5,73,64,69,67,87,348
M,CUNDINAMARCA,Estrato 3,53,52,59,62,63,285
F,CESAR,Estrato 6,69,80,78,69,79,372
F,VALLE,Estrato 3,50,55,48,59,41,260
F,VALLE,Estrato 2,46,38,47,42,49,218
F,VALLE,-,72,65,63,73,68,341
F,BOGOTA,Estrato 5,66,69,63,59,81,328
M,VALLE,Estrato 5,74,77,68,76,87,374
M,VALLE,Estrato 4,55,50,47,49,58,254
F,BOGOTA,Estrato 4,73,70,69,66,100,359
F,VALLE,Estrato 3,56,48,46,52,52,253
M,BOGOTA,Estrato 5,66,69,70,67,88,348
F,VALLE,Estrato 4,55,55,62,56,45,280
M,VALLE,Estrato 3,59,52,50,59,45,271
F,BOGOTA,Estrato 4,62,56,62,63,84,313
F,VALLE,Estrato 2,67,69,67,61,63,329
F,VALLE,Estrato 1,45,56,52,54,44,256
M,ATLANTICO,Estrato 5,74,81,100,80,82,418
F,VALLE,Estrato 5,57,59,58,58,64,292
M,RISARALDA,Estrato 5,69,60,72,73,80,347
F,VALLE,Estrato 3,55,45,51,51,59,256
F,BOGOTA,Estrato 5,77,70,66,72,81,360
F,BOGOTA,Estrato 6,69,75,71,70,89,363
M,BOGOTA,Estrato 4,82,85,73,76,81,396
F,VALLE,Estrato 4,62,71,75,72,84,355
F,VALLE,-,67,68,58,60,88,326
M,CUNDINAMARCA,Estrato 4,70,68,62,68,79,340
M,VALLE,Estrato 3,65,78,71,67,59,347
M,BOGOTA,Estrato 5,58,67,65,69,67,325
F,VALLE,Estrato 4,71,63,61,67,67,328
F,VALLE,Estrato 2,48,44,36,49,30,216
F,VALLE,Estrato 5,63,57,60,52,60,291
M,VALLE,Estrato 1,37,30,54,36,34,194
M,VALLE,Estrato 4,70,87,70,78,79,382
F,VALLE,Estrato 5,69,69,67,72,77,349
F,VALLE,Estrato 4,63,56,64,59,62,303
M,QUINDIO,Estrato 6,69,72,70,67,86,354
M,VALLE,Estrato 4,62,50,59,58,69,291
M,VALLE,Estrato 5,69,68,69,67,79,345
M,VALLE,Estrato 2,62,55,57,50,51,278
F,VALLE,Estrato 3,61,52,45,56,65,272
F,BOGOTA,Estrato 4,73,67,77,70,93,367
F,ANTIOQUIA,Estrato 6,69,80,73,72,88,373
F,VALLE,Estrato 4,69,75,69,78,80,367
M,VALLE,Estrato 6,70,78,68,76,75,366
M,VALLE,Estrato 4,61,64,60,58,56,302
M,BOGOTA,Estrato 4,68,77,77,74,83,373
F,VALLE,Estrato 3,65,65,66,71,80,339
F,BOGOTA,Estrato 3,69,61,64,74,80,340
M,VALLE,Estrato 4,64,64,67,62,86,330
M,SANTANDER,Estrato 5,79,79,82,69,88,390
M,VALLE,Estrato 5,60,76,60,65,50,320
M,VALLE,Estrato 3,65,64,67,61,63,321
F,VALLE,Estrato 4,62,58,57,54,64,291
F,VALLE,Estrato 2,52,59,63,58,50,287
F,VALLE,Estrato 5,70,65,73,70,100,359
M,BOGOTA,Estrato 5,70,70,70,68,76,350
M,VALLE,Estrato 6,68,68,68,68,69,340
F,ATLANTICO,Estrato 6,63,59,64,62,78,316
F,VALLE,Estrato 2,64,58,56,62,62,301
M,VALLE,Estrato 4,66,68,73,71,84,353
F,CUNDINAMARCA,Estrato 3,64,60,58,68,70,315
F,CAUCA,Estrato 3,62,60,63,54,65,301
F,SANTANDER,Estrato 5,66,82,100,68,93,400
F,VALLE,Estrato 1,74,61,60,62,52,317
M,BOGOTA,Estrato 5,71,81,80,69,94,383
M,CUNDINAMARCA,Estrato 5,51,55,53,50,48,260
F,BOGOTA,Estrato 4,70,75,77,71,81,369
F,VALLE,Estrato 3,59,51,60,64,73,298
F,BOGOTA,Estrato 4,77,84,84,75,100,408
M,VALLE,Estrato 3,67,69,61,71,84,342
M,ATLANTICO,Estrato 6,73,73,74,71,83,368
F,CUNDINAMARCA,Estrato 3,69,60,70,73,71,341
F,BOGOTA,Estrato 5,64,62,65,72,100,342
F,ATLANTICO,Estrato 5,71,73,62,65,89,347
M,VALLE,Estrato 5,67,66,66,74,69,342
M,CUNDINAMARCA,Estrato 4,74,77,77,74,92,384
F,VALLE,Estrato 3,63,62,56,52,55,290
F,VALLE,Estrato 4,44,56,40,36,56,225
F,VALLE,Estrato 3,40,38,41,51,57,218
F,VALLE,Estrato 4,54,60,56,59,46,282
F,VALLE,Estrato 4,68,53,57,59,52,293
F,VALLE,Estrato 3,49,52,47,45,49,242
F,VALLE,Estrato 4,53,48,54,45,71,258
M,BOGOTA,Estrato 3,72,68,67,100,86,387
F,VALLE,Estrato 3,58,58,56,56,74,292
M,BOGOTA,Estrato 5,61,65,72,59,79,327
F,LA GUAJIRA,Estrato 3,81,62,68,71,100,364
M,VALLE,Estrato 5,59,60,59,71,75,316
F,CUNDINAMARCA,Estrato 5,53,51,59,58,89,289
F,VALLE,Estrato 5,64,59,63,60,75,313
F,VALLE,Estrato 6,66,64,64,68,77,332
F,CAUCA,Estrato 2,55,45,36,55,45,238
M,VALLE,Estrato 3,53,47,49,47,76,255
F,CAUCA,Estrato 1,56,33,45,48,50,229
F,VALLE,Estrato 4,57,59,59,61,65,297
F,VALLE,Estrato 3,63,58,60,62,68,307
M,BOGOTA,Estrato 4,70,71,69,69,91,357
M,BOGOTA,Estrato 5,63,69,68,71,81,344
M,BOGOTA,Estrato 4,63,61,72,66,79,333
F,ANTIOQUIA,Estrato 6,65,75,73,63,86,352
M,VALLE,Estrato 3,65,61,64,75,56,327
M,BOGOTA,Estrato 5,77,72,74,80,90,384
M,CUNDINAMARCA,Estrato 4,70,80,75,78,73,378
F,BOGOTA,Estrato 5,64,71,68,72,90,352
F,VALLE,Estrato 2,50,45,49,39,50,230
F,VALLE,Estrato 4,71,62,64,55,59,313
F,VALLE,Estrato 2,61,66,62,60,55,308
M,VALLE,Estrato 2,64,68,73,59,61,328
F,CORDOBA,Estrato 5,63,65,65,69,81,333
M,VALLE,Estrato 3,65,63,65,64,50,316
M,VALLE,-,54,55,49,59,46,268
F,BOGOTA,Estrato 5,64,78,100,76,80,398
M,CAUCA,Estrato 2,46,47,54,49,41,242
F,VALLE,Estrato 5,63,60,63,60,70,311
M,VALLE,Estrato 6,78,100,80,82,100,431
M,VALLE,Estrato 3,52,55,49,53,41,257
M,ANTIOQUIA,Estrato 6,67,62,57,63,87,321
M,CALDAS,Estrato 4,53,68,67,66,73,321
M,VALLE,-,50,44,52,36,56,232
F,BOGOTA,Estrato 5,64,68,65,73,83,343
F,BOGOTA,Estrato 6,58,46,56,55,79,278
M,BOGOTA,Estrato 5,71,72,72,65,79,353
F,VALLE,Estrato 2,54,48,45,47,38,238
F,VALLE,Estrato 3,69,62,59,64,70,320
F,BOGOTA,Estrato 6,55,61,63,57,73,300
M,CAUCA,Estrato 5,74,70,72,72,78,362
M,VALLE,Estrato 4,46,47,32,41,30,203
F,VALLE,Estrato 6,44,38,45,45,60,222
F,VALLE,Estrato 4,46,59,53,53,53,264
F,VALLE,Estrato 4,68,62,70,72,71,341
M,NARIÑO,Estrato 2,73,71,75,76,67,366
M,NARIÑO,Estrato 4,77,84,100,100,78,447
F,ATLANTICO,Estrato 1,67,60,59,61,73,313
M,VALLE,Estrato 2,46,53,43,38,47,226
F,VALLE,Estrato 3,58,64,69,54,62,307
M,VALLE,Estrato 5,62,46,56,65,80,295
F,ANTIOQUIA,Sin Estrato,50,49,54,58,76,273
M,VALLE,Estrato 4,56,63,61,60,60,300
M,VALLE,Estrato 4,64,67,66,67,78,335
F,ATLANTICO,Estrato 4,73,75,72,69,95,370
F,ATLANTICO,-,68,72,75,69,84,360
F,BOGOTA,Estrato 6,61,72,67,75,76,347
M,CAUCA,Estrato 3,56,25,40,51,38,213
F,ATLANTICO,Estrato 1,63,56,56,64,80,307
M,VALLE,Estrato 5,65,76,73,86,89,380
F,VALLE,Estrato 3,57,57,56,52,64,281
F,BOGOTA,Estrato 6,69,77,69,75,100,373
F,VALLE,Estrato 3,75,65,67,61,58,332
F,VALLE,Estrato 4,61,63,56,65,64,307
F,VALLE,Estrato 3,65,62,63,60,61,312
M,CESAR,Estrato 2,75,65,71,66,74,348
F,BOGOTA,Estrato 6,67,68,68,79,92,361
F,VALLE,Estrato 5,63,59,62,67,77,319
F,VALLE,Estrato 2,56,45,56,57,41,263
F,VALLE,Estrato 2,55,46,52,52,55,258
F,VALLE,Estrato 3,50,48,50,33,34,222
M,VALLE,Estrato 5,73,70,70,77,89,369
F,VALLE,Estrato 4,81,74,77,73,100,390
M,VALLE,Estrato 4,67,62,63,67,81,330
M,BOGOTA,Estrato 6,70,89,77,84,90,404
M,BOGOTA,Estrato 5,67,67,67,68,75,339
M,VALLE,Estrato 5,60,61,68,61,65,313
F,VALLE,Estrato 6,69,67,71,75,82,357
M,ATLANTICO,Estrato 5,61,64,66,62,75,321
F,CAUCA,Estrato 3,58,66,62,58,56,303
M,VALLE,Estrato 3,69,68,76,76,55,355
M,VALLE,Estrato 3,66,61,63,61,83,322
M,VALLE,Estrato 4,55,63,57,55,63,290
F,BOGOTA,Estrato 6,63,76,67,67,88,349
F,BOGOTA,Estrato 5,57,66,61,59,80,311
M,ATLANTICO,Estrato 6,67,69,55,77,90,344
F,CUNDINAMARCA,Estrato 5,60,54,56,55,71,287
M,ANTIOQUIA,Estrato 6,66,76,79,65,81,361
M,BOGOTA,Estrato 6,76,73,65,64,79,351
M,BOGOTA,Estrato 6,64,66,67,74,75,342
M,VALLE,Estrato 4,57,65,71,62,61,318
F,ANTIOQUIA,Estrato 6,69,75,72,68,79,358
M,BOGOTA,Estrato 4,67,75,72,78,83,369
M,VALLE,Estrato 6,66,76,69,69,75,352
F,VALLE,Estrato 2,50,49,55,50,41,251
M,BOGOTA,Estrato 6,59,71,73,62,79,336
M,VALLE,Estrato 3,57,55,40,49,66,257
M,BOGOTA,Estrato 4,63,73,66,67,81,342
F,VALLE,Estrato 2,53,54,48,62,59,273
M,NARIÑO,Estrato 4,66,63,70,66,84,338
F,VALLE,Estrato 3,53,50,54,48,60,260
M,VALLE,Estrato 4,61,53,63,58,54,292
M,VALLE,Estrato 3,67,69,68,58,55,323
F,VALLE,Estrato 3,64,71,66,66,70,335
F,VALLE,Estrato 3,61,46,54,54,50,267
M,VALLE,Estrato 2,53,48,41,57,57,252
M,VALLE,Estrato 5,73,84,82,74,79,392
M,VALLE,Estrato 5,77,83,75,73,100,394
F,BOGOTA,Estrato 6,57,53,54,52,81,280
M,NARIÑO,Estrato 4,71,73,78,83,76,381
F,VALLE,Estrato 6,78,79,69,75,77,377
M,VALLE,Estrato 4,54,55,58,63,64,290
M,VALLE,Estrato 3,46,45,49,44,55,233
M,BOGOTA,Estrato 6,65,74,69,66,93,352
M,VALLE,Estrato 3,52,53,62,59,54,282
M,VALLE,Estrato 2,72,72,80,71,73,368
M,VALLE,Estrato 3,58,58,45,56,60,273
F,BOGOTA,Estrato 4,81,87,83,73,100,412
F,BOGOTA,Estrato 6,62,55,66,60,68,307
M,VALLE,Estrato 6,72,61,61,65,68,325
M,BOGOTA,Estrato 5,59,60,69,68,79,326
F,VALLE,-,48,51,46,50,53,245
F,BOGOTA,Estrato 4,66,64,71,64,78,336
F,BOGOTA,Estrato 6,67,68,67,66,89,343
F,VALLE,Estrato 4,68,61,66,68,66,329
F,VALLE,Estrato 4,48,55,46,47,59,249
F,VALLE,Estrato 3,57,54,57,43,67,269
M,VALLE,Estrato 4,65,58,62,62,48,303
F,VALLE,-,67,57,58,68,57,310
F,BOLIVAR,Estrato 5,65,61,61,61,79,317
M,VALLE,Estrato 4,64,61,58,67,70,315
M,VALLE,Estrato 5,67,67,72,67,76,344
M,VALLE,Estrato 4,54,55,41,52,58,255
F,BOGOTA,Estrato 6,59,52,63,57,75,295
M,BOGOTA,Estrato 6,61,68,69,65,92,339
M,ATLANTICO,Estrato 6,64,71,59,68,78,332
M,VALLE,Estrato 5,60,68,65,66,92,334
M,ATLANTICO,Estrato 6,66,66,69,70,81,344
F,VALLE,Estrato 4,74,75,73,78,74,375
M,VALLE,Estrato 3,58,51,51,52,37,259
M,BOGOTA,Estrato 5,72,70,81,73,89,376
M,VALLE,Estrato 6,60,52,60,59,52,287
M,VALLE,Estrato 5,68,72,71,67,83,353
F,NARIÑO,Estrato 5,67,63,60,59,71,315
F,BOGOTA,Estrato 5,73,83,77,75,97,393
F,CUNDINAMARCA,Estrato 4,57,67,63,62,74,316
M,RISARALDA,Estrato 6,67,69,71,75,73,353
M,VALLE,Estrato 2,40,47,36,23,44,185
M,VALLE,Estrato 4,52,56,53,45,63,262
M,VALLE,Estrato 4,60,56,61,70,68,311
M,VALLE,Estrato 4,58,67,67,56,76,315
F,VALLE,Estrato 4,55,53,59,59,56,282
F,CORDOBA,Estrato 5,70,61,62,67,77,330
M,BOGOTA,Estrato 6,62,72,68,56,90,332
M,VALLE,Estrato 3,59,63,61,61,53,302
M,VALLE,Estrato 3,48,54,55,57,42,263
F,VALLE,Estrato 4,52,51,54,49,54,258
M,BOGOTA,Estrato 6,80,87,100,79,86,432
F,SANTANDER,Estrato 6,69,75,70,65,84,354
F,CUNDINAMARCA,Estrato 4,70,73,68,84,86,373
M,ATLANTICO,-,72,58,59,64,69,318
F,VALLE,Estrato 2,62,58,61,58,55,297
F,VALLE,Estrato 3,54,57,61,56,60,286
F,VALLE,Estrato 4,54,31,54,51,52,239
M,VALLE,Estrato 2,54,50,48,52,52,255
F,BOGOTA,Estrato 6,63,62,54,60,79,306
M,VALLE,Estrato 2,64,61,61,64,58,311
M,VALLE,Estrato 4,65,78,74,67,69,354
M,VALLE,Estrato 1,74,100,77,81,82,415
F,BOGOTA,Estrato 5,64,76,76,69,87,362
M,VALLE,Estrato 4,52,54,47,46,46,247
M,VALLE,Estrato 4,55,53,51,51,53,263
F,BOGOTA,Estrato 6,69,69,66,75,79,352
F,BOGOTA,Estrato 6,65,71,69,70,100,356
M,BOGOTA,Estrato 6,63,67,65,58,91,327
M,ATLANTICO,Estrato 4,71,75,76,72,78,369
M,CUNDINAMARCA,Estrato 4,55,49,48,49,67,258
F,VALLE,Estrato 3,50,53,44,52,59,252
F,BOGOTA,Estrato 5,75,68,73,77,90,373
F,NARIÑO,Estrato 3,74,67,74,69,76,357
F,BOGOTA,Estrato 4,66,54,62,71,100,330
M,VALLE,Estrato 3,58,55,62,61,55,293
F,ANTIOQUIA,Estrato 4,56,65,62,62,80,313
M,VALLE,Estrato 2,40,35,44,44,49,207
F,VALLE,Estrato 6,52,65,64,63,70,308
F,BOGOTA,Estrato 3,72,75,76,70,100,377
F,VALLE,Estrato 3,64,64,61,74,71,331
F,VALLE,Estrato 3,76,69,75,67,76,360
M,VALLE,Estrato 4,64,47,56,69,53,293
F,BOGOTA,Estrato 5,65,66,65,70,80,338
M,VALLE,Estrato 2,53,54,57,54,50,271
M,CAUCA,Estrato 3,68,67,65,65,66,331
M,ATLANTICO,Estrato 4,59,47,53,58,69,277
F,VALLE,Estrato 3,56,49,51,48,50,255
M,BOGOTA,Estrato 4,76,82,76,83,86,399
F,BOGOTA,Estrato 6,74,76,76,79,100,390
F,BOGOTA,Estrato 5,71,71,62,65,87,344
F,VALLE,Estrato 4,57,39,49,58,41,250
F,VALLE,Estrato 2,56,57,60,52,71,287
F,VALLE,Estrato 3,60,59,56,57,56,289
F,ANTIOQUIA,Estrato 6,76,75,74,78,92,385
M,BOLIVAR,Estrato 5,72,71,100,74,84,398
M,BOGOTA,Estrato 4,76,100,100,82,92,448
M,CAUCA,Estrato 2,56,51,48,57,54,265
M,BOGOTA,Estrato 1,61,66,58,50,78,301
F,BOGOTA,Estrato 6,74,66,62,71,100,353
M,ATLANTICO,Estrato 6,66,62,58,57,91,315
F,VALLE,Estrato 3,69,65,68,66,80,340
M,BOGOTA,Estrato 5,71,82,72,77,84,381
M,VALLE,Estrato 1,64,62,61,70,68,323
F,CAUCA,Estrato 3,59,55,49,58,60,278
M,BOGOTA,Estrato 4,70,77,68,70,88,363
M,VALLE,Estrato 3,63,66,54,56,55,297
M,CUNDINAMARCA,Estrato 4,64,70,75,77,74,358
M,VALLE,Estrato 3,71,63,69,63,48,325
M,ATLANTICO,Estrato 6,72,73,75,78,89,378
F,VALLE,Estrato 2,41,45,51,41,50,225
M,BOGOTA,Sin Estrato,44,34,39,27,38,181
M,ANTIOQUIA,Estrato 6,60,77,70,66,82,347
M,ATLANTICO,Estrato 4,70,67,70,62,86,343
M,BOGOTA,Estrato 5,70,67,64,75,76,348
